age,breakdown_count,repair_cost,downtime_hours,risk_level
14,6,24583,76,High
15,12,17880,72,High
19,12,25463,33,High
19,0,25373,3,High
6,15,8695,62,High
3,1,19941,57,High
17,7,4286,39,Medium
11,9,27166,37,High
15,2,27943,43,High
11,2,18757,74,High
18,8,12928,67,High
11,8,8783,45,Medium
10,5,25284,33,High
10,6,7537,11,Medium
13,13,10395,69,High
7,13,9965,41,High
9,10,14524,73,High
12,7,7442,25,Medium
12,3,19895,65,High
7,2,28862,65,High
9,5,23304,13,High
16,9,6663,62,High
6,2,21409,27,High
7,3,18578,43,Medium
13,7,22329,4,High
5,8,29925,1,High
17,7,18497,19,Medium
3,3,6507,3,Low
17,11,26778,27,High
15,6,8046,27,Medium
8,9,16205,69,High
8,13,9709,4,High
13,5,20054,47,High
18,11,28616,80,High
20,0,23808,43,High
6,13,27297,34,High
14,13,27648,29,High
16,0,6198,60,High
16,13,13962,41,High
3,15,9665,64,High
18,3,22705,27,High
3,3,11599,55,High
17,15,17988,63,High
2,3,13504,34,Medium
11,11,8043,20,High
13,1,13763,18,Low
9,3,19590,27,Medium
12,14,705,61,High
9,7,29769,19,High
12,13,9348,46,High
2,6,28085,41,High
14,10,15461,3,Medium
14,0,24090,12,High
4,4,22978,68,High
1,0,16675,60,High
12,13,27889,34,High
8,12,11730,40,High
15,5,3114,41,Medium
17,12,29850,4,High
1,5,2544,34,Medium
18,6,8370,17,Medium
7,7,10308,3,Medium
3,8,12890,67,High
13,9,5461,40,Medium
20,8,1006,70,High
3,14,17689,62,High
4,8,24776,19,High
6,12,24225,67,High
18,8,1632,74,High
1,15,28355,17,High
17,11,20747,51,High
8,8,5000,7,Medium
6,0,20884,59,High
1,2,15203,1,Low
14,10,28276,64,High
8,0,28451,55,High
13,13,1711,9,High
2,15,28549,7,High
1,9,25396,46,High
2,1,23081,10,High
11,3,3171,14,Low
5,9,10621,59,High
19,11,13731,58,High
3,1,11262,21,Low
19,8,29072,55,High
2,15,20330,53,High
11,8,10207,42,Medium
13,10,24355,1,High
8,12,22871,24,High
4,7,3748,75,High
8,14,18562,7,High
19,11,26728,56,High
2,15,18988,60,High
15,1,14818,38,Medium
3,6,29994,21,High
9,14,3183,53,High
10,11,5615,12,High
14,1,24957,50,High
13,10,29368,18,High
18,15,3308,53,High
5,13,18751,64,High
2,8,17027,80,High
1,6,21294,48,High
19,6,11980,2,Medium
12,9,26764,12,High
18,12,9677,18,High
4,12,12410,67,High
3,7,22282,65,High
10,2,1065,27,Medium
5,12,2953,66,High
19,9,12594,15,Medium
15,1,29802,8,High
18,2,4021,39,Medium
2,0,20798,57,High
11,15,1922,77,High
4,7,16343,50,Medium
17,12,17597,21,High
12,5,20925,77,High
3,12,21763,2,High
3,5,2582,42,Medium
12,6,6943,11,Medium
9,0,15579,22,Low
11,3,6237,69,High
18,6,21218,52,High
3,6,21321,60,High
6,5,9990,41,Medium
17,11,26470,19,High
16,10,8167,7,Medium
11,3,28337,43,High
8,8,17627,38,Medium
20,0,2828,29,Medium
4,11,13656,26,High
7,15,28366,6,High
3,5,25879,44,High
11,13,7550,41,High
15,4,29776,1,High
10,9,21301,22,High
15,5,8708,43,Medium
11,15,3774,49,High
5,5,27213,12,High
18,13,18259,4,High
16,8,18093,32,Medium
2,7,7100,36,Medium
16,1,24425,28,High
12,13,7044,50,High
6,11,12438,44,High
16,0,7661,1,Low
16,9,11570,13,Medium
10,8,13767,75,High
12,4,9705,19,Low
6,8,2890,30,Medium
13,8,14088,1,Medium
20,12,10814,79,High
19,4,4102,4,Low
19,8,13416,6,Medium
9,0,26152,70,High
5,15,17984,14,High
2,6,10930,59,High
7,2,10952,61,High
19,13,28881,3,High
1,10,15072,73,High
18,15,15176,20,High
10,7,16422,51,High
15,1,2636,13,Low
8,8,885,76,High
7,10,7008,10,Medium
13,5,6456,46,Medium
5,2,10850,70,High
18,6,20330,53,High
3,0,29504,12,High
10,3,1565,31,Medium
16,3,2576,12,Low
17,1,3933,62,High
14,5,8814,10,Low
18,7,4053,56,High
5,1,4842,60,High
18,9,20346,50,High
4,2,18008,57,High
7,3,1724,18,Low
10,2,23546,61,High
20,15,6352,64,High
13,2,15708,29,Medium
7,3,29020,23,High
12,5,8450,27,Medium
10,12,18129,3,High
11,4,7603,40,Medium
12,10,26889,34,High
7,2,5384,44,Medium
8,5,21481,11,High
3,3,10367,77,High
20,5,23799,21,High
18,9,14521,5,Medium
2,8,782,22,Medium
13,15,13769,58,High
14,7,13941,63,High
4,5,22663,3,High
4,9,10517,17,Medium
10,5,3875,74,High
13,10,18233,22,Medium
1,6,20782,25,High
19,8,11363,39,Medium
6,3,13307,45,Medium
19,7,23183,75,High
5,1,18191,54,High
18,1,10730,50,Medium
10,0,3412,26,Medium
4,0,29358,77,High
5,14,29246,4,High
13,3,3922,74,High
18,13,7888,49,High
18,15,15280,24,High
13,2,24689,79,High
4,14,6199,31,High
1,1,21113,5,High
7,7,6065,49,Medium
18,13,23340,53,High
7,10,1224,36,Medium
14,5,4601,54,High
16,2,17715,18,Low
19,10,28745,50,High
5,13,6523,79,High
13,6,23562,20,High
12,4,3469,7,Low
10,8,564,59,High
18,6,26807,45,High
19,2,3306,21,Low
4,13,3232,64,High
3,15,24630,37,High
7,9,6539,69,High
10,11,6299,30,High
17,3,10644,64,High
8,5,23370,31,High
14,2,1830,79,High
13,10,14154,63,High
17,8,14638,60,High
3,9,26196,80,High
12,3,13656,54,High
19,4,2016,8,Low
1,7,9190,62,High
18,11,26632,11,High
7,15,2612,32,High
3,13,17244,15,High
10,13,12633,33,High
10,14,8939,20,High
4,10,13405,31,Medium
16,2,6217,71,High
7,10,18068,14,Medium
9,15,24697,25,High
2,11,20208,77,High
11,15,10185,63,High
19,14,21646,49,High
16,1,25456,77,High
2,8,13148,9,Medium
1,3,16079,38,Medium
9,8,11754,56,High
13,9,20541,21,High
16,15,8381,45,High
19,0,27217,25,High
15,15,18756,36,High
17,0,9351,40,Medium
6,14,22766,76,High
4,1,23942,13,High
20,1,1721,43,Medium
7,14,20268,48,High
2,13,27145,40,High
19,2,17997,68,High
16,7,18747,19,Medium
9,2,4981,3,Low
16,7,24233,28,High
14,13,12892,77,High
4,7,7526,34,Medium
18,12,26334,44,High
11,14,29387,59,High
2,8,28532,55,High
1,14,20379,73,High
5,15,12393,15,High
7,9,17392,58,High
11,7,26582,62,High
6,6,19964,19,Medium
6,6,9868,55,High
12,13,14859,76,High
18,9,20276,21,High
11,3,18913,40,Medium
3,6,5320,46,Medium
18,15,14962,67,High
18,1,6142,22,Low
8,11,18120,43,High
5,15,20030,3,High
9,14,5336,6,High
9,1,1651,78,High
14,13,16667,73,High
17,8,25856,29,High
20,0,2851,70,High
13,4,2694,77,High
12,6,18239,48,Medium
9,10,3821,28,Medium
11,2,5648,69,High
12,12,19872,15,High
2,2,20919,68,High
17,8,20277,26,High
11,7,12317,24,Medium
7,6,12261,28,Medium
18,15,23520,42,High
8,13,29731,47,High
10,14,8988,66,High
7,12,5721,76,High
16,13,21624,32,High
1,14,27389,22,High
5,13,27095,16,High
3,4,17074,6,Low
12,0,27577,15,High
8,13,12707,65,High
7,7,16391,42,Medium
13,10,28140,5,High
12,3,23157,77,High
16,10,1136,57,High
14,0,3309,1,Low
20,9,14408,69,High
20,13,20469,71,High
18,5,15545,7,Low
9,8,16069,13,Medium
2,11,4879,69,High
4,13,19341,55,High
2,10,23989,52,High
16,15,16219,19,High
14,3,25864,23,High
1,7,9338,62,High
3,15,6532,34,High
20,5,18295,68,High
9,3,5167,2,Low
5,5,6820,27,Medium
5,8,26295,68,High
13,2,13342,1,Low
2,13,16544,41,High
10,7,17946,79,High
1,2,28043,14,High
17,8,10166,70,High
1,0,28999,56,High
16,3,9568,50,Medium
20,6,25647,2,High
1,4,9125,58,High
2,5,17434,14,Low
17,15,11749,19,High
11,1,21898,53,High
5,9,15824,14,Medium
14,15,22122,5,High
10,7,14188,22,Medium
3,15,12338,69,High
2,2,7600,76,High
8,1,8103,46,Medium
16,10,16558,69,High
13,11,16594,27,High
9,15,28190,35,High
7,12,15366,41,High
14,4,24888,22,High
6,15,573,9,High
16,6,19643,23,Medium
19,8,18237,73,High
17,11,9406,56,High
11,6,21549,73,High
3,6,19016,3,Medium
6,10,25645,3,High
4,6,7646,45,Medium
10,4,20805,6,High
1,5,19623,31,Medium
2,13,11890,11,High
16,9,13128,9,Medium
11,7,24583,18,High
13,5,5448,30,Medium
10,0,4251,53,High
17,5,20091,45,High
5,11,21946,17,High
9,6,2058,35,Medium
2,12,21235,27,High
9,8,5830,63,High
13,11,18377,7,High
3,12,13823,8,High
5,4,9212,42,Medium
13,1,16069,21,Low
16,6,20662,68,High
12,1,11041,61,High
10,8,27190,27,High
9,11,9676,78,High
11,8,5007,29,Medium
8,1,17114,10,Low
10,7,27331,37,High
18,9,5173,14,Medium
3,7,11786,72,High
5,12,14603,62,High
11,8,7496,21,Medium
10,10,9659,62,High
4,12,23178,61,High
2,1,9670,28,Medium
8,0,19199,16,Low
15,7,19358,5,Medium
1,6,29401,9,High
13,13,21288,19,High
18,2,14833,61,High
1,15,3887,17,High
10,4,5789,20,Low
4,7,15080,53,High
13,4,7894,33,Medium
3,12,1825,38,High
3,4,25746,34,High
12,7,7919,77,High
9,0,22744,32,High
20,6,10005,6,Medium
6,12,28141,27,High
13,8,28791,33,High
8,2,5522,6,Low
16,11,28161,41,High
12,11,7526,3,High
4,7,1965,67,High
1,7,13163,27,Medium
12,0,6329,55,High
3,8,27950,13,High
12,5,13520,78,High
18,4,22148,67,High
9,1,16226,59,High
4,10,29998,25,High
11,8,6864,43,Medium
4,14,28493,58,High
14,8,11670,21,Medium
1,9,6194,23,Medium
19,10,22791,42,High
16,4,14256,56,High
9,0,545,13,Low
10,13,18510,55,High
8,9,15952,7,Medium
18,2,4219,66,High
14,12,7117,67,High
10,5,25079,69,High
6,10,3741,61,High
2,5,16336,32,Medium
2,8,29421,76,High
12,2,1799,3,Low
11,3,23887,36,High
17,10,24656,57,High
11,15,27950,73,High
6,13,22329,41,High
4,6,23256,56,High
15,2,5872,18,Low
13,6,19030,38,Medium
7,6,12297,57,High
7,3,26665,66,High
19,10,27080,48,High
11,4,7165,24,Low
4,3,16310,31,Medium
10,7,21271,34,High
17,6,783,17,Medium
5,0,7954,52,High
18,7,25533,49,High
9,12,2012,51,High
4,15,3481,17,High
10,13,21736,1,High
5,15,20220,74,High
10,13,5633,21,High
6,3,1810,64,High
16,13,7958,63,High
14,2,27502,46,High
13,5,13056,30,Medium
10,13,29830,21,High
8,6,13880,25,Medium
9,8,19811,51,High
16,11,16818,53,High
12,10,29572,26,High
18,1,11813,33,Medium
19,9,3304,78,High
1,7,21276,55,High
11,15,21344,52,High
9,15,4644,36,High
4,12,6880,46,High
6,15,10500,14,High
20,15,891,79,High
6,6,6722,25,Medium
6,9,16158,22,Medium
7,3,14313,60,High
1,6,22472,31,High
15,3,8589,44,Medium
3,15,1983,44,High
18,3,8394,5,Low
18,1,6261,20,Low
11,6,4716,16,Medium
10,8,16039,72,High
9,5,954,3,Low
3,2,14697,57,High
3,8,10071,64,High
16,1,10025,16,Low
13,8,24984,63,High
7,5,21099,5,High
3,10,24859,72,High
4,15,7096,78,High
4,7,16017,57,High
6,6,12129,9,Medium
8,3,19122,53,High
7,4,14270,1,Low
20,8,7532,60,High
12,14,16482,20,High
2,2,13553,50,Medium
2,5,17379,67,High
4,15,23783,63,High
19,15,22465,78,High
2,2,28603,29,High
6,11,5199,17,High
5,14,29997,23,High
4,2,14870,72,High
7,5,8691,55,High
14,2,6656,25,Low
8,7,3784,1,Medium
5,10,11133,4,Medium
3,11,4846,54,High
18,15,21324,47,High
4,11,13501,60,High
1,1,14163,22,Low
3,14,12077,29,High
19,6,12913,14,Medium
14,10,19714,68,High
9,4,23831,76,High
12,1,24874,77,High
15,7,16542,62,High
9,1,3564,80,High
13,15,11118,9,High
17,2,1960,6,Low
14,9,22285,25,High
11,5,7279,26,Medium
8,10,4734,14,Medium
10,5,22450,51,High
6,8,15316,70,High
16,2,3703,39,Medium
6,3,11336,11,Low
10,6,9902,4,Medium
10,3,9420,60,High
12,5,9103,79,High
18,13,10794,16,High
16,5,16637,61,High
17,12,25424,36,High
18,12,15071,79,High
16,1,18183,26,Medium
20,2,28082,14,High
16,7,13591,74,High
19,11,18776,56,High
20,11,28982,30,High
13,0,11822,68,High
2,0,22667,12,High
14,3,8208,61,High
16,5,17605,54,High
16,2,13454,74,High
14,8,18250,52,High
14,9,16074,4,Medium
12,11,8002,8,High
15,0,21895,10,High
8,11,4623,49,High
2,11,10530,55,High
10,1,776,20,Low
15,0,6862,14,Low
18,2,23567,34,High
20,4,6137,6,Low
3,7,25979,35,High
9,14,25074,9,High
1,5,12912,25,Low
4,3,29548,8,High
18,6,6564,5,Medium
17,15,19928,67,High
10,8,23367,13,High
16,15,10544,38,High
15,3,8036,74,High
20,7,5058,64,High
10,0,24870,31,High
1,13,15056,6,High
15,8,27571,66,High
20,2,3993,63,High
19,8,28107,34,High
1,3,10801,13,Low
19,15,25681,6,High
15,1,5984,18,Low
12,15,22008,3,High
3,4,11393,10,Low
13,11,14716,13,High
6,15,28118,55,High
20,7,21047,2,High
18,2,14037,70,High
2,0,11592,33,Medium
6,12,10125,16,High
8,11,19865,4,High
18,12,3107,56,High
19,11,19664,69,High
13,12,5075,30,High
13,9,16220,69,High
7,2,2729,37,Medium
8,6,9425,34,Medium
19,7,11291,43,Medium
10,3,21057,27,High
16,14,26061,17,High
4,9,28855,39,High
8,15,9311,57,High
20,12,25253,45,High
11,2,11767,21,Low
14,0,2009,30,Medium
16,2,2072,14,Low
20,4,24816,16,High
9,8,18779,75,High
20,11,14283,33,High
14,7,9759,78,High
19,6,11277,13,Medium
3,11,22010,67,High
13,0,7834,24,Low
3,14,25795,67,High
17,2,8211,45,Medium
10,8,1638,23,Medium
13,7,6999,31,Medium
13,3,22399,59,High
12,15,10478,64,High
4,7,3952,44,Medium
16,13,27728,13,High
8,7,15564,63,High
3,5,23277,16,High
6,6,20878,61,High
2,6,25990,35,High
5,6,14804,23,Medium
15,1,19956,55,High
15,14,11501,42,High
15,3,14195,70,High
6,6,14005,71,High
8,13,3372,71,High
5,3,21603,61,High
12,13,25882,55,High
5,13,9343,29,High
19,11,17978,80,High
9,9,21423,3,High
12,14,24658,54,High
12,0,20958,11,High
4,0,23293,26,High
15,13,7369,58,High
1,3,14730,75,High
12,7,1970,70,High
1,4,21057,17,High
10,8,22326,45,High
17,12,12581,42,High
16,10,12608,30,Medium
1,4,26990,70,High
15,11,22231,18,High
6,3,20614,22,High
8,10,29138,47,High
13,5,24370,20,High
11,1,28207,80,High
12,0,14012,22,Low
15,1,23375,36,High
14,10,6961,10,Medium
18,4,13657,29,Medium
18,7,3854,25,Medium
3,11,18401,50,High
15,0,11625,40,Medium
7,1,3589,35,Medium
9,6,922,74,High
12,0,14733,55,High
17,0,29674,8,High
6,11,2567,63,High
16,0,10675,76,High
11,6,11043,73,High
1,6,23187,74,High
15,14,16867,60,High
10,10,11276,26,Medium
5,11,4981,36,High
7,9,10418,50,Medium
1,3,10467,32,Medium
13,5,23100,30,High
11,7,20040,19,High
14,13,2012,23,High
12,13,25353,27,High
7,1,28363,73,High
7,6,8149,42,Medium
6,6,2180,71,High
10,6,9211,25,Medium
9,13,8925,5,High
11,8,5128,21,Medium
16,14,26154,1,High
4,5,16419,56,High
1,6,17063,23,Medium
19,10,21152,13,High
8,10,12961,36,Medium
14,15,21390,68,High
12,11,25389,17,High
3,2,20851,69,High
4,6,17482,8,Medium
16,7,17054,16,Medium
9,0,24382,40,High
19,5,18562,71,High
18,9,25068,63,High
8,11,6871,73,High
16,6,2607,5,Medium
12,15,19743,12,High
1,1,10747,62,High
16,7,22725,34,High
13,12,3887,28,High
11,14,21489,35,High
3,0,28827,19,High
20,14,1706,67,High
14,1,15374,72,High
8,0,8817,64,High
19,8,16594,30,Medium
16,3,8842,23,Low
15,15,1221,20,High
10,15,28919,78,High
9,1,15963,38,Medium
3,6,10916,51,High
16,12,1222,43,High
9,2,21031,48,High
12,4,22895,3,High
14,10,22712,72,High
2,10,22281,51,High
2,12,11042,17,High
18,9,22333,74,High
16,13,9369,55,High
16,10,21602,24,High
2,8,29422,18,High
13,15,7242,13,High
7,8,6289,15,Medium
14,13,22290,45,High
5,4,29135,10,High
16,12,29393,76,High
9,13,2786,59,High
1,7,28807,52,High
14,8,15099,48,Medium
6,7,26503,13,High
12,9,13634,74,High
10,9,13071,42,Medium
18,15,3918,34,High
4,5,23018,26,High
7,13,25227,37,High
8,3,11065,73,High
2,3,566,66,High
4,10,1082,11,Medium
12,3,24943,20,High
3,13,2297,66,High
6,5,12936,50,Medium
13,3,7042,8,Low
10,15,29037,24,High
18,7,29657,25,High
4,11,13684,59,High
17,1,27512,53,High
15,6,9586,67,High
6,15,22313,64,High
19,11,3729,53,High
19,13,28514,44,High
7,0,16285,26,Medium
17,1,23798,68,High
14,9,7190,4,Medium
7,2,19833,77,High
15,15,18161,61,High
14,6,13093,37,Medium
6,10,27216,4,High
19,15,922,26,High
10,0,2301,17,Low
20,4,9142,42,Medium
18,14,15841,17,High
10,13,6444,44,High
18,5,1976,2,Low
3,15,24319,17,High
6,10,29430,3,High
4,7,22019,51,High
18,13,11399,70,High
11,12,3644,78,High
3,1,25337,53,High
4,14,27923,37,High
8,10,23046,41,High
15,15,17423,14,High
18,7,19041,48,Medium
2,13,11527,60,High
15,2,19359,76,High
12,0,25763,76,High
5,8,27218,78,High
5,7,1350,79,High
4,11,9349,9,High
14,5,23254,79,High
11,3,19129,12,Low
14,0,13063,44,Medium
10,1,24112,61,High
1,9,13019,28,Medium
10,15,24077,64,High
18,9,16817,51,High
17,10,18317,13,Medium
8,12,3471,16,High
5,14,28734,32,High
4,5,2848,56,High
4,6,4584,3,Medium
6,8,8971,43,Medium
7,15,16120,11,High
20,5,25823,29,High
4,4,12190,21,Low
18,12,12279,24,High
1,9,10060,8,Medium
7,11,13768,59,High
7,9,20830,41,High
15,6,23602,28,High
7,7,21362,77,High
5,0,28406,69,High
13,9,25443,64,High
14,2,10600,6,Low
5,5,24448,46,High
2,9,20928,74,High
13,8,22684,20,High
11,14,25777,33,High
8,13,18718,71,High
7,1,17338,60,High
9,14,27369,45,High
15,7,28271,29,High
17,0,13766,69,High
19,2,15016,14,Low
4,8,14941,48,Medium
8,14,12917,68,High
6,9,16766,35,Medium
8,0,16502,58,High
19,10,2852,73,High
1,13,10671,41,High
19,14,11194,63,High
17,7,17627,76,High
14,7,5817,8,Medium
14,0,22471,5,High
7,5,15407,72,High
7,8,28386,4,High
6,10,22342,40,High
7,15,16514,37,High
10,10,18193,67,High
14,1,1380,25,Low
5,3,12855,48,Medium
14,12,16360,18,High
11,12,27470,59,High
19,1,2494,58,High
14,2,5884,70,High
4,6,3632,39,Medium
7,10,21584,12,High
3,9,23339,45,High
20,6,25223,51,High
18,13,14512,32,High
9,7,1428,28,Medium
13,7,24596,47,High
7,8,22592,2,High
16,11,14492,74,High
7,11,3895,3,High
14,1,29458,18,High
12,1,4929,74,High
10,7,8458,53,High
1,2,15255,11,Low
4,15,17547,72,High
7,13,20226,2,High
16,13,22568,14,High
8,8,23195,14,High
8,4,24087,23,High
1,6,19646,1,Medium
18,14,7186,51,High
10,2,27394,24,High
2,5,12318,1,Low
14,15,26214,32,High
16,3,27026,28,High
15,12,3202,7,High
13,3,2308,63,High
11,5,8179,27,Medium
4,0,25772,39,High
14,11,5032,10,High
6,0,10525,78,High
15,3,1613,18,Low
17,0,29684,9,High
14,4,18327,69,High
6,10,29486,61,High
17,15,20546,55,High
11,14,8912,2,High
4,15,7646,41,High
2,11,12578,69,High
12,13,29303,75,High
17,7,13825,33,Medium
5,11,16278,55,High
15,3,11785,42,Medium
19,15,24812,66,High
9,4,11534,19,Low
3,11,26054,20,High
16,15,12356,6,High
11,6,27136,80,High
14,5,11641,24,Low
18,1,21679,50,High
17,9,25378,27,High
8,8,18349,7,Medium
8,12,10661,74,High
19,6,21825,40,High
13,1,1283,45,Medium
1,7,1214,5,Medium
4,13,5625,47,High
6,4,8423,58,High
20,12,22940,40,High
11,10,11452,8,Medium
14,9,22936,75,High
8,4,11646,16,Low
13,7,14790,30,Medium
9,0,15762,60,High
7,11,6401,35,High
18,2,15488,16,Low
4,3,29306,62,High
7,11,2659,77,High
11,10,24227,69,High
15,0,16708,75,High
9,7,2289,19,Medium
4,6,22126,21,High
9,1,5491,69,High
16,4,14255,57,High
4,3,17970,61,High
12,0,28008,53,High
12,3,10699,78,High
13,6,4130,33,Medium
8,4,6040,36,Medium
5,1,3966,73,High
16,6,23427,44,High
3,8,3413,22,Medium
5,14,13972,51,High
11,0,8608,27,Medium
3,13,5318,79,High
9,2,23209,70,High
16,10,7492,26,Medium
9,13,14301,5,High
15,0,23474,55,High
10,7,8350,38,Medium
16,15,24918,19,High
20,12,26111,73,High
9,9,6397,22,Medium
17,2,16039,74,High
15,8,4840,39,Medium
15,3,9359,43,Medium
6,1,27509,37,High
20,1,19288,7,Low
9,5,24965,18,High
11,1,18080,36,Medium
4,13,25580,78,High
4,12,16606,13,High
14,0,8666,65,High
12,9,2562,27,Medium
14,11,21569,2,High
1,13,18720,77,High
5,7,2607,72,High
13,3,12360,1,Low
17,0,14972,80,High
1,5,2157,18,Low
6,3,6337,80,High
16,9,22254,49,High
5,5,3994,71,High
9,15,8340,17,High
18,11,28919,37,High
18,0,10262,46,Medium
20,5,696,53,High
8,1,28064,18,High
20,5,19150,17,Low
20,11,4758,68,High
10,10,17093,64,High
15,15,18702,58,High
7,12,21425,64,High
8,5,10120,3,Low
7,12,4944,79,High
7,0,2291,21,Low
18,5,11006,17,Low
7,0,22281,45,High
20,5,22449,64,High
13,11,29937,80,High
19,2,18074,8,Low
1,14,26731,19,High
13,11,26315,23,High
11,11,1836,50,High
3,1,25613,1,High
13,6,15060,68,High
10,0,991,41,Medium
7,4,16052,68,High
16,4,5083,53,High
19,12,3988,25,High
3,6,28033,5,High
17,8,23184,24,High
18,0,15066,48,Medium
15,7,9523,34,Medium
12,6,15645,38,Medium
7,11,10292,6,High
12,2,19259,7,Low
6,9,4567,58,High
4,5,26678,35,High
15,5,29337,15,High
15,1,11276,7,Low
12,1,16339,17,Low
19,12,2472,7,High
6,4,28563,5,High
18,6,13311,23,Medium
3,0,15737,77,High
5,11,17726,11,High
6,9,28273,52,High
12,7,26091,46,High
14,13,22266,61,High
13,1,12770,26,Medium
13,10,28098,30,High
4,5,8939,23,Low
19,12,6065,48,High
4,8,23473,27,High
10,6,17497,66,High
6,13,5687,40,High
15,15,19193,14,High
4,9,1721,4,Medium
3,13,20812,60,High
3,4,14832,33,Medium
13,2,28327,35,High
3,15,1459,74,High
18,11,21932,44,High
8,14,5254,67,High
16,6,19195,53,High
14,4,29013,77,High
18,8,7158,63,High
20,15,13771,41,High
19,12,9152,32,High
16,13,14318,29,High
7,1,22065,57,High
15,9,3959,39,Medium
7,15,7229,5,High
1,0,13762,7,Low
8,5,26276,17,High
16,8,10248,47,Medium
11,13,7573,39,High
8,10,28305,16,High
11,12,1274,28,High
5,15,25437,36,High
5,3,2495,59,High
15,15,9455,26,High
3,14,21927,35,High
5,15,5130,26,High
16,11,695,57,High
10,12,4679,36,High
18,12,26608,22,High
3,0,10656,9,Low
4,0,8677,32,Medium
18,10,14103,52,High
16,12,11766,40,High
9,6,21992,3,High
17,0,1627,58,High
18,7,10019,61,High
18,13,9270,56,High
14,8,15403,76,High
3,0,14607,59,High
18,13,21808,20,High
11,4,23868,70,High
1,11,7141,69,High
14,6,24753,1,High
9,15,12638,64,High
8,14,21071,57,High
4,11,4075,13,High
16,12,28931,37,High
14,10,6898,37,Medium
18,9,27169,53,High
3,13,5481,68,High
13,4,10664,30,Medium
10,1,8790,49,Medium
9,0,11580,32,Medium
9,10,7099,30,Medium
16,3,26863,56,High
1,6,1349,14,Medium
9,2,2237,1,Low
1,5,16348,56,High
5,1,8452,39,Medium
8,8,20439,2,High
15,9,25064,50,High
2,8,16551,59,High
9,13,25996,68,High
6,0,8829,27,Medium
19,7,13054,59,High
8,7,2992,79,High
18,9,18478,19,Medium
14,3,16787,42,Medium
17,4,5906,33,Medium
20,6,8763,70,High
2,10,14648,46,Medium
20,14,29472,22,High
11,0,23969,69,High
19,11,24599,70,High
9,1,1117,43,Medium
16,5,28296,63,High
7,12,11717,17,High
6,14,3647,39,High
4,5,3578,36,Medium
20,9,13211,8,Medium
2,1,8200,15,Low
17,8,1729,24,Medium
9,2,4112,62,High
11,7,29279,51,High
19,6,23248,68,High
18,5,3102,37,Medium
20,1,19139,35,Medium
17,9,6129,37,Medium
12,10,21063,20,High
6,4,26553,56,High
9,11,16012,57,High
13,5,20480,77,High
11,14,22489,11,High
20,11,3613,39,High
8,5,23935,64,High
11,5,24258,75,High
20,8,29937,20,High
2,8,3892,65,High
6,4,5056,63,High
8,8,5108,64,High
11,2,2041,36,Medium
12,2,19003,80,High
9,11,6508,6,High
11,0,26829,71,High
14,1,28742,35,High
12,5,27543,73,High
11,1,22084,55,High
6,11,27567,75,High
15,2,20035,73,High
12,10,25806,33,High
18,4,27454,59,High
17,4,4059,16,Low
8,3,29416,19,High
7,2,29849,72,High
6,12,2148,72,High
13,6,6103,12,Medium
18,5,18155,56,High
6,3,21324,13,High
19,10,17355,69,High
1,10,22324,17,High
6,8,12124,30,Medium
17,3,16742,20,Low
19,0,4820,54,High
15,14,16315,47,High
12,7,23065,4,High
1,13,24145,53,High
16,10,28039,58,High
19,0,16880,31,Medium
16,10,1610,54,High
10,4,7936,30,Medium
20,8,14801,43,Medium
20,0,13477,29,Medium
17,1,3792,68,High
2,7,660,80,High
2,8,22828,36,High
15,0,24241,20,High
14,5,13104,44,Medium
17,9,21881,4,High
7,14,2757,21,High
9,6,12546,18,Medium
9,15,8280,48,High
16,10,28408,37,High
5,13,22150,53,High
9,12,15773,78,High
15,5,6831,63,High
5,14,24820,51,High
10,1,22073,17,High
8,15,27049,34,High
2,3,13895,55,High
14,10,28942,72,High
4,5,2827,66,High
2,15,8126,59,High
1,5,22310,39,High
2,7,29374,78,High
12,6,7060,26,Medium
19,11,2677,22,High
12,15,7788,57,High
17,5,3861,15,Low
11,13,5265,56,High
3,7,21964,20,High
17,4,1937,44,Medium
18,5,11491,2,Low
2,0,573,10,Low
19,10,3406,80,High
2,8,28582,28,High
9,8,20464,19,High
6,9,16705,3,Medium
20,2,4950,60,High
5,5,9602,38,Medium
3,15,12882,3,High
3,2,8380,62,High
8,8,18788,25,Medium
7,9,26945,79,High
16,8,17107,51,High
8,13,10620,21,High
14,13,4054,69,High
20,10,26217,36,High
